T[s],sppa0001_21_Timestamp_Unit0,T[s],sppa0001_31_Timestamp_Unit0,T[s],sppa0001_41_Timestamp_Unit0,T[s],sppa0001_22_Timestamp_Unit0,T[s],sppa0001_32_Timestamp_Unit0,T[s],sppa0001_42_Timestamp_Unit0,T[s],sppa0001_23_Timestamp_Unit0,T[s],sppa0001_33_Timestamp_Unit0,T[s],sppa0001_43_Timestamp_Unit0
26.09712,NaN,19.27928,NaN,16.2308,NaN,46.19176,NaN,45.3012,NaN,41.73884,NaN,41.71768,NaN,26.13504,NaN,32.26332,NaN
26.45928,NaN,19.28548,NaN,16.23404,NaN,46.201,NaN,45.30944,NaN,41.74228,NaN,41.72056,NaN,27.81352,NaN,32.26992,NaN
26.92804,NaN,19.29496,NaN,16.23628,NaN,46.30568,NaN,45.31856,NaN,41.7544,NaN,41.74228,NaN,28.93424,NaN,32.27352,NaN
29.01884,NaN,19.30112,NaN,16.2384,NaN,46.30792,NaN,45.32448,NaN,41.77092,NaN,41.75608,NaN,29.00948,NaN,32.27812,NaN
29.0232,NaN,19.3054,NaN,16.2406,NaN,46.31372,NaN,45.32904,NaN,41.79172,NaN,41.76284,NaN,29.01676,NaN,32.283,NaN
29.0268,NaN,19.308,NaN,16.24588,NaN,46.32152,NaN,45.33968,NaN,41.80508,NaN,41.77756,NaN,29.026,NaN,32.29684,NaN
29.03316,NaN,19.311,NaN,16.24896,NaN,46.32816,NaN,45.3468,NaN,41.80884,NaN,41.80888,NaN,29.02868,NaN,32.30244,NaN
29.03604,NaN,19.315,NaN,16.25172,NaN,47.16968,NaN,45.3566,NaN,41.84528,NaN,41.8176,NaN,29.03984,NaN,32.30976,NaN
29.0404,NaN,19.31756,NaN,16.2546,NaN,47.17796,NaN,45.35932,NaN,41.93548,NaN,41.81976,NaN,29.0468,NaN,32.31524,NaN
29.04364,NaN,19.32244,NaN,16.25768,NaN,47.1826,NaN,45.366,NaN,41.94592,NaN,41.82796,NaN,29.06588,NaN,32.32172,NaN
29.05304,NaN,19.32584,NaN,16.26224,NaN,47.1858,NaN,45.36884,NaN,41.98892,NaN,41.84628,NaN,29.0694,NaN,32.32564,NaN
29.0552,NaN,19.32832,NaN,16.2658,NaN,47.18928,NaN,45.3768,NaN,44.66008,NaN,41.8492,NaN,29.07304,NaN,32.7694,NaN
29.0592,NaN,19.3312,NaN,16.27008,NaN,47.19892,NaN,45.38568,NaN,45.2712,NaN,41.85592,NaN,29.0752,NaN,32.9308,NaN
29.06408,NaN,19.336,NaN,16.28144,NaN,47.21656,NaN,45.41056,NaN,45.27648,NaN,41.91024,NaN,29.0782,NaN,35.01608,NaN
29.07032,NaN,19.33872,NaN,16.29556,NaN,47.22364,NaN,45.41704,NaN,45.27868,NaN,41.92508,NaN,29.08224,NaN,35.1856,NaN
29.07356,NaN,19.34204,NaN,19.28,NaN,47.22612,NaN,45.42404,NaN,45.2812,NaN,42.01692,NaN,29.08452,NaN,35.18844,NaN
29.08372,NaN,19.34604,NaN,19.28288,NaN,47.23012,NaN,45.43288,NaN,45.28476,NaN,43.80396,NaN,29.09064,NaN,35.2068,NaN
29.08664,NaN,19.3504,NaN,19.2956,NaN,47.24532,NaN,45.49996,NaN,45.2876,NaN,45.27468,NaN,29.09828,NaN,35.21096,NaN
29.09884,NaN,19.35324,NaN,19.29868,NaN,47.27748,NaN,45.51912,NaN,45.29024,NaN,45.28152,NaN,29.10112,NaN,35.22048,NaN
29.1038,NaN,19.356,NaN,19.30216,NaN,47.29584,NaN,45.537,NaN,45.29248,NaN,45.28576,NaN,29.10472,NaN,35.22264,NaN
29.11188,NaN,19.36148,NaN,19.30452,NaN,47.30152,NaN,45.5844,NaN,45.30016,NaN,45.28788,NaN,29.10784,NaN,35.22568,NaN
29.12428,NaN,19.36416,NaN,19.307,NaN,47.30868,NaN,45.59952,NaN,45.3036,NaN,45.29688,NaN,29.11312,NaN,35.23264,NaN
29.13564,NaN,19.36808,NaN,19.31212,NaN,47.31852,NaN,45.631,NaN,45.31308,NaN,45.3018,NaN,29.11644,NaN,35.23508,NaN
29.1802,NaN,19.37084,NaN,19.31456,NaN,47.417,NaN,45.64236,NaN,45.3152,NaN,45.30464,NaN,29.11948,NaN,35.2386,NaN
29.36176,NaN,19.37312,NaN,19.31736,NaN,47.44548,NaN,45.73348,NaN,45.32072,NaN,45.30932,NaN,29.12284,NaN,35.24096,NaN
29.50192,NaN,19.37636,NaN,19.32,NaN,47.5504,NaN,45.75188,NaN,45.32856,NaN,45.31872,NaN,29.1288,NaN,35.24724,NaN
30.11872,NaN,19.38052,NaN,19.32236,NaN,47.55968,NaN,45.83488,NaN,45.33948,NaN,45.32268,NaN,29.13096,NaN,35.25408,NaN
30.54716,NaN,19.38272,NaN,19.32504,NaN,47.80944,NaN,45.84784,NaN,45.34668,NaN,45.32724,NaN,29.13572,NaN,35.2576,NaN
32.04912,NaN,19.38744,NaN,19.32752,NaN,47.81192,NaN,46.09324,NaN,45.35024,NaN,45.3398,NaN,29.158,NaN,35.26756,NaN
32.18864,NaN,19.39064,NaN,19.32972,NaN,47.83852,NaN,46.184,NaN,45.35508,NaN,45.34732,NaN,29.16012,NaN,35.27668,NaN
32.19376,NaN,19.39488,NaN,19.33244,NaN,47.9084,NaN,46.19424,NaN,45.36256,NaN,45.35504,NaN,29.181,NaN,35.28516,NaN
32.1988,NaN,19.39824,NaN,19.33696,NaN,47.9158,NaN,46.215,NaN,45.3662,NaN,45.36072,NaN,29.2254,NaN,35.29028,NaN
32.20196,NaN,19.40124,NaN,19.33984,NaN,48.02264,NaN,46.30556,NaN,45.38132,NaN,45.36976,NaN,29.24736,NaN,35.30108,NaN
32.20456,NaN,19.40708,NaN,19.34388,NaN,48.56352,NaN,46.31012,NaN,45.39272,NaN,45.37604,NaN,29.26124,NaN,35.3044,NaN
32.20812,NaN,19.41132,NaN,19.3468,NaN,48.5734,NaN,46.31416,NaN,45.411,NaN,45.38028,NaN,29.2726,NaN,35.31524,NaN
32.21288,NaN,19.41344,NaN,19.34964,NaN,48.58236,NaN,46.3164,NaN,45.414,NaN,45.38444,NaN,30.28252,NaN,35.32144,NaN
32.21528,NaN,19.41684,NaN,19.35332,NaN,48.58736,NaN,46.33032,NaN,45.4192,NaN,45.43792,NaN,31.88388,NaN,35.32976,NaN
32.21924,NaN,19.41892,NaN,19.35648,NaN,48.58988,NaN,47.16212,NaN,45.42324,NaN,45.44608,NaN,32.1664,NaN,35.37084,NaN
32.22324,NaN,19.427,NaN,19.3594,NaN,48.62708,NaN,47.16864,NaN,45.42784,NaN,45.48252,NaN,32.20888,NaN,35.44408,NaN
32.22608,NaN,19.45656,NaN,19.36276,NaN,48.63172,NaN,47.17152,NaN,45.44016,NaN,45.49824,NaN,32.214,NaN,35.45828,NaN
32.234,NaN,19.47584,NaN,19.36544,NaN,48.63648,NaN,47.17496,NaN,45.44692,NaN,45.50052,NaN,32.21864,NaN,35.47972,NaN
32.23656,NaN,22.63648,NaN,19.3682,NaN,48.64524,NaN,47.17808,NaN,45.45308,NaN,45.5962,NaN,32.22668,NaN,35.49584,NaN
32.24036,NaN,22.6504,NaN,19.37048,NaN,48.64992,NaN,47.18092,NaN,45.49336,NaN,45.61268,NaN,32.231,NaN,35.5064,NaN
32.24364,NaN,22.65364,NaN,19.37296,NaN,48.6558,NaN,47.18712,NaN,45.51152,NaN,45.6178,NaN,32.2338,NaN,37.35512,NaN
32.24604,NaN,22.65648,NaN,19.37632,NaN,48.66068,NaN,47.1892,NaN,45.55108,NaN,45.63948,NaN,32.2364,NaN,38.51732,NaN
32.27272,NaN,22.65928,NaN,19.37884,NaN,48.81544,NaN,47.19216,NaN,45.5588,NaN,45.71416,NaN,32.2404,NaN,38.66256,NaN
32.28428,NaN,22.66176,NaN,19.38156,NaN,48.8232,NaN,47.19432,NaN,45.58428,NaN,45.84308,NaN,32.24396,NaN,38.68168,NaN
32.28652,NaN,22.66532,NaN,19.38448,NaN,48.83376,NaN,47.23072,NaN,45.62976,NaN,46.07264,NaN,32.24976,NaN,38.68832,NaN
32.29084,NaN,22.66796,NaN,19.38832,NaN,48.9954,NaN,47.23456,NaN,45.6348,NaN,46.09376,NaN,32.25196,NaN,38.69848,NaN
32.31516,NaN,22.67036,NaN,19.3912,NaN,48.99984,NaN,47.23888,NaN,45.6978,NaN,46.0968,NaN,32.25444,NaN,38.70216,NaN
32.32028,NaN,22.67404,NaN,19.39328,NaN,49.00532,NaN,47.24128,NaN,45.74448,NaN,46.1008,NaN,32.26268,NaN,38.70488,NaN
35.20348,NaN,22.6776,NaN,19.39568,NaN,49.50932,NaN,47.24484,NaN,45.84032,NaN,46.10692,NaN,32.26832,NaN,38.71024,NaN
35.207,NaN,22.68072,NaN,19.39824,NaN,49.513,NaN,47.25024,NaN,45.88316,NaN,46.1132,NaN,32.27504,NaN,38.71328,NaN
35.21072,NaN,22.68348,NaN,19.40216,NaN,49.51752,NaN,47.25564,NaN,46.075,NaN,46.11628,NaN,32.2788,NaN,38.71632,NaN
35.21492,NaN,22.68564,NaN,19.4082,NaN,49.52808,NaN,47.30104,NaN,46.09644,NaN,46.12296,NaN,32.28484,NaN,38.72,NaN
35.21848,NaN,22.68912,NaN,19.4124,NaN,49.54488,NaN,47.30828,NaN,46.1062,NaN,46.14264,NaN,32.29188,NaN,38.72524,NaN
35.22384,NaN,22.69172,NaN,19.41564,NaN,49.5864,NaN,47.31348,NaN,46.17048,NaN,46.18052,NaN,32.29432,NaN,38.72844,NaN
35.22608,NaN,22.69592,NaN,19.42008,NaN,49.59648,NaN,47.32456,NaN,46.17256,NaN,46.18464,NaN,32.30216,NaN,38.73536,NaN
35.231,NaN,22.6986,NaN,19.42232,NaN,49.60504,NaN,47.40972,NaN,46.17888,NaN,46.19232,NaN,32.3112,NaN,38.7388,NaN
35.23468,NaN,22.70104,NaN,19.4252,NaN,49.70016,NaN,47.43256,NaN,46.18928,NaN,46.19716,NaN,32.31504,NaN,38.74104,NaN
35.2474,NaN,22.70504,NaN,19.42892,NaN,49.70484,NaN,47.4358,NaN,46.192,NaN,46.19972,NaN,32.32816,NaN,38.748,NaN
35.25244,NaN,22.70868,NaN,19.43592,NaN,49.836,NaN,47.44636,NaN,46.20784,NaN,46.20372,NaN,32.3906,NaN,38.75132,NaN
35.25508,NaN,22.711,NaN,19.43812,NaN,49.84792,NaN,47.55052,NaN,46.30524,NaN,46.28636,NaN,33.72088,NaN,38.75848,NaN
35.25808,NaN,22.71476,NaN,19.4404,NaN,50.01056,NaN,47.56132,NaN,46.30976,NaN,46.31232,NaN,34.90532,NaN,38.76356,NaN
35.26536,NaN,22.71848,NaN,19.44724,NaN,50.4128,NaN,47.57036,NaN,46.3124,NaN,46.31968,NaN,35.07116,NaN,38.76724,NaN
35.26876,NaN,22.7226,NaN,19.45032,NaN,50.41868,NaN,47.57372,NaN,46.31992,NaN,46.32352,NaN,35.14608,NaN,38.76988,NaN
35.27232,NaN,22.72556,NaN,19.50372,NaN,50.42528,NaN,47.57864,NaN,46.33316,NaN,46.32848,NaN,35.183,NaN,38.7778,NaN
35.27604,NaN,22.72796,NaN,21.52228,NaN,50.4332,NaN,47.671,NaN,46.72432,NaN,46.33184,NaN,35.18964,NaN,38.789,NaN
35.28064,NaN,22.73032,NaN,22.15372,NaN,50.43712,NaN,47.80152,NaN,47.16212,NaN,46.3394,NaN,35.19384,NaN,38.79648,NaN
35.29636,NaN,22.73276,NaN,22.62892,NaN,50.4834,NaN,47.80856,NaN,47.16488,NaN,47.16204,NaN,35.20304,NaN,38.81268,NaN
35.30168,NaN,22.73564,NaN,22.63352,NaN,50.48916,NaN,47.8194,NaN,47.16736,NaN,47.1698,NaN,35.21152,NaN,38.83084,NaN
35.30428,NaN,22.7394,NaN,22.64476,NaN,50.50212,NaN,47.82608,NaN,47.16976,NaN,47.17792,NaN,35.216,NaN,38.84032,NaN
35.31768,NaN,22.74348,NaN,22.65008,NaN,50.51192,NaN,47.90204,NaN,47.17536,NaN,47.18044,NaN,35.21828,NaN,38.8566,NaN
35.32148,NaN,22.74776,NaN,22.6548,NaN,50.66096,NaN,47.90868,NaN,47.1782,NaN,47.1826,NaN,35.2204,NaN,38.89956,NaN
35.32672,NaN,22.75148,NaN,22.65868,NaN,50.76896,NaN,47.9246,NaN,47.18052,NaN,47.18596,NaN,35.2294,NaN,38.91048,NaN
35.3316,NaN,22.75408,NaN,22.6622,NaN,50.77596,NaN,48.5622,NaN,47.18708,NaN,47.18848,NaN,35.23224,NaN,38.947,NaN
35.33388,NaN,22.76068,NaN,22.6656,NaN,50.78228,NaN,48.57256,NaN,47.19224,NaN,47.194,NaN,35.23532,NaN,38.9636,NaN
35.3512,NaN,22.76556,NaN,22.66916,NaN,50.98556,NaN,48.5794,NaN,47.19968,NaN,47.199,NaN,35.24704,NaN,39.0048,NaN
35.36016,NaN,22.77264,NaN,22.67232,NaN,50.98896,NaN,48.59064,NaN,47.22608,NaN,47.20736,NaN,35.25408,NaN,39.06628,NaN
35.43592,NaN,22.77504,NaN,22.67468,NaN,51.12208,NaN,48.61092,NaN,47.23044,NaN,47.20996,NaN,35.25724,NaN,39.14776,NaN
35.45016,NaN,22.77904,NaN,22.67732,NaN,51.12512,NaN,48.6224,NaN,47.23736,NaN,47.21584,NaN,35.26016,NaN,39.16412,NaN
35.4566,NaN,22.7924,NaN,22.67948,NaN,51.15432,NaN,48.63392,NaN,47.23952,NaN,47.22104,NaN,35.26276,NaN,39.16872,NaN
35.52552,NaN,22.795,NaN,22.68204,NaN,51.31844,NaN,48.64376,NaN,47.24568,NaN,47.23684,NaN,35.26652,NaN,39.17396,NaN
35.86348,NaN,22.81364,NaN,22.68548,NaN,51.32312,NaN,48.64928,NaN,47.24868,NaN,47.24032,NaN,35.27284,NaN,39.20848,NaN
36.30156,NaN,22.84984,NaN,22.68908,NaN,51.32644,NaN,48.70644,NaN,47.26536,NaN,47.24256,NaN,35.27808,NaN,41.64028,NaN
37.2002,NaN,22.93712,NaN,22.692,NaN,51.3314,NaN,48.71428,NaN,47.29688,NaN,47.24844,NaN,35.28504,NaN,41.64412,NaN
38.25764,NaN,23.89636,NaN,22.69436,NaN,51.33356,NaN,48.7236,NaN,47.30476,NaN,47.25288,NaN,35.29464,NaN,41.64768,NaN
38.66792,NaN,25.17456,NaN,22.69728,NaN,51.34136,NaN,48.81232,NaN,47.31148,NaN,47.25624,NaN,35.29724,NaN,41.65212,NaN
38.67492,NaN,25.9516,NaN,22.6996,NaN,51.47756,NaN,48.81588,NaN,47.31744,NaN,47.29,NaN,35.3022,NaN,41.65424,NaN
38.68064,NaN,25.96236,NaN,22.70216,NaN,51.4858,NaN,48.8184,NaN,47.32136,NaN,47.29972,NaN,35.31356,NaN,41.65672,NaN
38.6844,NaN,25.9662,NaN,22.70424,NaN,51.48864,NaN,48.82348,NaN,47.32484,NaN,47.30772,NaN,35.31652,NaN,41.65892,NaN
38.68724,NaN,25.96916,NaN,22.70756,NaN,51.49368,NaN,48.97776,NaN,47.32944,NaN,47.31352,NaN,35.32116,NaN,41.66696,NaN
38.69024,NaN,25.9726,NaN,22.70968,NaN,51.91052,NaN,48.97984,NaN,47.385,NaN,47.3174,NaN,35.3272,NaN,41.67144,NaN
38.69448,NaN,25.97796,NaN,22.71328,NaN,51.92396,NaN,48.98928,NaN,47.41888,NaN,47.33032,NaN,35.33076,NaN,41.67788,NaN
38.69908,NaN,25.9804,NaN,22.7162,NaN,51.9282,NaN,49.0816,NaN,47.42672,NaN,47.357,NaN,35.33516,NaN,41.68116,NaN
38.70132,NaN,25.98324,NaN,22.71844,NaN,51.93688,NaN,49.51296,NaN,47.43248,NaN,47.41708,NaN,35.3468,NaN,41.68588,NaN
38.7038,NaN,25.98572,NaN,22.72092,NaN,52.011,NaN,49.51696,NaN,47.4358,NaN,47.42692,NaN,35.35604,NaN,41.68988,NaN
38.70648,NaN,25.9882,NaN,22.72332,NaN,52.129,NaN,49.5214,NaN,47.4502,NaN,47.43396,NaN,35.372,NaN,41.69856,NaN
38.70928,NaN,25.99068,NaN,22.7278,NaN,52.62632,NaN,49.52384,NaN,47.54292,NaN,47.44208,NaN,35.39712,NaN,41.70296,NaN
38.71244,NaN,25.99356,NaN,22.73056,NaN,52.63128,NaN,49.53216,NaN,47.55508,NaN,47.44532,NaN,35.40104,NaN,41.70744,NaN
38.71456,NaN,25.99592,NaN,22.73496,NaN,52.63352,NaN,49.59644,NaN,47.56036,NaN,47.44964,NaN,35.40944,NaN,41.70984,NaN
38.72076,NaN,25.99836,NaN,22.73744,NaN,52.65848,NaN,49.70764,NaN,47.57224,NaN,47.541,NaN,35.42468,NaN,41.71452,NaN
38.72412,NaN,26.00392,NaN,22.74052,NaN,52.74812,NaN,49.81976,NaN,47.57964,NaN,47.55624,NaN,35.4482,NaN,41.71896,NaN
38.72976,NaN,26.00744,NaN,22.74712,NaN,52.76444,NaN,49.8336,NaN,47.6136,NaN,47.55928,NaN,35.47976,NaN,41.72284,NaN
38.73284,NaN,26.00976,NaN,22.75104,NaN,53.0864,NaN,49.99248,NaN,47.6318,NaN,47.56916,NaN,35.4842,NaN,41.73088,NaN
38.738,NaN,26.01212,NaN,22.75752,NaN,53.08996,NaN,49.9954,NaN,47.79952,NaN,47.576,NaN,35.51364,NaN,41.74312,NaN
38.74124,NaN,26.01504,NaN,22.75976,NaN,53.09496,NaN,49.99944,NaN,47.80684,NaN,47.80272,NaN,35.51928,NaN,41.74788,NaN
38.74776,NaN,26.01836,NaN,22.7644,NaN,53.09732,NaN,50.00656,NaN,47.80944,NaN,47.82356,NaN,37.25328,NaN,41.75284,NaN
38.7504,NaN,26.02128,NaN,22.77292,NaN,53.10256,NaN,50.01024,NaN,47.81748,NaN,47.8434,NaN,38.00756,NaN,41.75652,NaN
38.75668,NaN,26.0246,NaN,22.77544,NaN,53.10504,NaN,50.1184,NaN,47.82044,NaN,47.86028,NaN,38.55228,NaN,41.75944,NaN
38.761,NaN,26.02776,NaN,22.78048,NaN,53.11896,NaN,50.41792,NaN,47.82952,NaN,47.91876,NaN,38.66748,NaN,41.76296,NaN
38.76528,NaN,26.03,NaN,22.78384,NaN,53.20968,NaN,50.42516,NaN,47.8334,NaN,48.56896,NaN,38.67004,NaN,41.76712,NaN
38.77004,NaN,26.03356,NaN,22.78608,NaN,53.23012,NaN,50.43148,NaN,47.9076,NaN,48.5714,NaN,38.67676,NaN,41.7714,NaN
38.7778,NaN,26.03744,NaN,22.7886,NaN,53.39164,NaN,50.44164,NaN,47.91224,NaN,48.5738,NaN,38.68468,NaN,41.79416,NaN
38.78108,NaN,26.04012,NaN,22.7926,NaN,53.54844,NaN,50.45532,NaN,48.56344,NaN,48.57736,NaN,38.69068,NaN,41.79928,NaN
38.78708,NaN,26.04352,NaN,22.79564,NaN,53.72652,NaN,50.49764,NaN,48.5706,NaN,48.582,NaN,38.69444,NaN,41.80524,NaN
38.79008,NaN,26.04592,NaN,22.79956,NaN,53.74892,NaN,50.50256,NaN,48.5792,NaN,48.58468,NaN,38.69748,NaN,41.81636,NaN
38.79872,NaN,26.04896,NaN,22.80484,NaN,53.75148,NaN,50.50816,NaN,48.58356,NaN,48.58748,NaN,38.70156,NaN,41.82248,NaN
38.80116,NaN,26.05216,NaN,22.8104,NaN,53.75832,NaN,50.51772,NaN,48.60668,NaN,48.591,NaN,38.70568,NaN,41.82612,NaN
38.81016,NaN,26.05484,NaN,22.85872,NaN,53.76768,NaN,50.62508,NaN,48.62704,NaN,48.59812,NaN,38.70964,NaN,41.847,NaN
38.82332,NaN,26.05924,NaN,22.86968,NaN,53.77876,NaN,50.63156,NaN,48.6352,NaN,48.60668,NaN,38.71356,NaN,41.84944,NaN
38.82544,NaN,26.06192,NaN,24.71624,NaN,54.0616,NaN,50.64024,NaN,48.64364,NaN,48.61012,NaN,38.71632,NaN,41.85604,NaN
38.83108,NaN,26.06412,NaN,25.63608,NaN,54.06464,NaN,50.77076,NaN,48.64876,NaN,48.64532,NaN,38.72028,NaN,41.86228,NaN
38.85572,NaN,26.0682,NaN,25.94636,NaN,54.06928,NaN,50.77408,NaN,48.65104,NaN,48.649,NaN,38.72304,NaN,41.86588,NaN
38.8658,NaN,26.07376,NaN,25.95292,NaN,54.07924,NaN,50.78128,NaN,48.655,NaN,48.65916,NaN,38.72716,NaN,41.91788,NaN
38.87508,NaN,26.07708,NaN,25.95544,NaN,54.08792,NaN,50.96904,NaN,48.66084,NaN,48.70924,NaN,38.72992,NaN,41.935,NaN
38.87876,NaN,26.081,NaN,25.95888,NaN,54.09244,NaN,50.98328,NaN,48.70136,NaN,48.71632,NaN,38.73416,NaN,41.93884,NaN
38.89452,NaN,26.08424,NaN,25.96284,NaN,54.19428,NaN,51.00264,NaN,48.70972,NaN,48.72584,NaN,38.73652,NaN,41.95044,NaN
38.91012,NaN,26.09164,NaN,25.96612,NaN,54.43656,NaN,51.02708,NaN,48.71556,NaN,48.74304,NaN,38.74316,NaN,41.97932,NaN
38.92024,NaN,26.0948,NaN,25.9702,NaN,54.44092,NaN,51.1154,NaN,48.72104,NaN,48.80684,NaN,38.7454,NaN,42.0022,NaN
38.92392,NaN,26.09988,NaN,25.97264,NaN,54.45224,NaN,51.12012,NaN,48.72592,NaN,48.82352,NaN,38.74784,NaN,42.00808,NaN
38.95436,NaN,26.1072,NaN,25.97488,NaN,54.61388,NaN,51.12724,NaN,48.73404,NaN,48.82852,NaN,38.75828,NaN,45.27048,NaN
39.00764,NaN,26.11732,NaN,25.9784,NaN,54.62656,NaN,51.12956,NaN,48.81552,NaN,48.98,NaN,38.76772,NaN,45.2748,NaN
39.15004,NaN,26.12708,NaN,25.98132,NaN,54.81748,NaN,51.30052,NaN,48.82336,NaN,48.99556,NaN,38.77192,NaN,45.2786,NaN
39.15764,NaN,26.12924,NaN,25.9836,NaN,54.82164,NaN,51.33712,NaN,48.83144,NaN,49.50428,NaN,38.77456,NaN,45.2812,NaN
39.19432,NaN,26.13636,NaN,25.9858,NaN,54.82408,NaN,51.46668,NaN,48.96824,NaN,49.51128,NaN,38.77684,NaN,45.28588,NaN
39.21812,NaN,26.1448,NaN,25.988,NaN,54.83232,NaN,51.47352,NaN,48.97972,NaN,49.5138,NaN,38.7866,NaN,45.29016,NaN
40.1624,NaN,28.47648,NaN,25.99076,NaN,54.84416,NaN,51.47852,NaN,48.98848,NaN,49.52136,NaN,38.78952,NaN,45.29276,NaN
40.4242,NaN,29.00216,NaN,25.99408,NaN,55.10492,NaN,51.49368,NaN,48.99368,NaN,49.52448,NaN,38.7972,NaN,45.2956,NaN
41.5086,NaN,29.00924,NaN,25.99676,NaN,55.10924,NaN,51.55032,NaN,49.00528,NaN,49.52684,NaN,38.8016,NaN,45.29788,NaN
41.63808,NaN,29.01396,NaN,25.99884,NaN,55.1154,NaN,51.87928,NaN,49.50752,NaN,49.5302,NaN,38.80404,NaN,45.30128,NaN
41.642,NaN,29.01676,NaN,26.00132,NaN,55.15828,NaN,51.90284,NaN,49.513,NaN,49.53504,NaN,38.81456,NaN,45.3068,NaN
41.64708,NaN,29.02208,NaN,26.00368,NaN,55.24416,NaN,51.90944,NaN,49.5166,NaN,49.53744,NaN,38.81952,NaN,45.311,NaN
41.6526,NaN,29.02552,NaN,26.0062,NaN,55.24824,NaN,51.91456,NaN,49.51892,NaN,49.5554,NaN,38.82764,NaN,45.315,NaN
41.65596,NaN,29.03156,NaN,26.00836,NaN,55.26428,NaN,51.91924,NaN,49.5212,NaN,49.58668,NaN,38.8308,NaN,45.31848,NaN
41.66,NaN,29.03396,NaN,26.01084,NaN,55.54732,NaN,52.00588,NaN,49.52552,NaN,49.58932,NaN,38.83312,NaN,45.32112,NaN
41.66304,NaN,29.03856,NaN,26.01304,NaN,55.55328,NaN,52.25748,NaN,49.52768,NaN,49.59692,NaN,38.84052,NaN,45.32376,NaN
41.66512,NaN,29.04288,NaN,26.01524,NaN,55.70452,NaN,52.2744,NaN,49.53224,NaN,49.60168,NaN,38.84716,NaN,45.32632,NaN
41.66788,NaN,29.04512,NaN,26.01848,NaN,55.70704,NaN,52.61956,NaN,49.53548,NaN,49.66784,NaN,38.85556,NaN,45.32988,NaN
41.67332,NaN,29.04832,NaN,26.0218,NaN,56.08168,NaN,52.62456,NaN,49.54472,NaN,49.69436,NaN,38.86004,NaN,45.33952,NaN
41.67928,NaN,29.05168,NaN,26.02496,NaN,56.092,NaN,52.62876,NaN,49.57564,NaN,49.82228,NaN,38.87228,NaN,45.34328,NaN
41.68236,NaN,29.05376,NaN,26.02836,NaN,56.20616,NaN,52.6314,NaN,49.58716,NaN,49.83936,NaN,38.87708,NaN,45.34576,NaN
41.6884,NaN,29.05604,NaN,26.03092,NaN,56.70264,NaN,52.639,NaN,49.59596,NaN,49.84224,NaN,38.89148,NaN,45.35508,NaN
41.69116,NaN,29.05836,NaN,26.03488,NaN,56.70476,NaN,52.74552,NaN,49.60436,NaN,49.84492,NaN,38.90248,NaN,45.35864,NaN
41.69712,NaN,29.06076,NaN,26.03712,NaN,56.7122,NaN,52.75688,NaN,49.609,NaN,50.00532,NaN,38.90484,NaN,45.36612,NaN
41.70092,NaN,29.06352,NaN,26.04032,NaN,56.81364,NaN,53.08636,NaN,49.61796,NaN,50.03304,NaN,38.91468,NaN,45.37088,NaN
41.7038,NaN,29.067,NaN,26.04416,NaN,56.83408,NaN,53.09016,NaN,49.63776,NaN,50.39416,NaN,38.92132,NaN,45.37388,NaN
41.71536,NaN,29.06988,NaN,26.047,NaN,56.8448,NaN,53.09708,NaN,49.679,NaN,50.42148,NaN,38.92392,NaN,45.37712,NaN
41.71768,NaN,29.07356,NaN,26.04944,NaN,56.85548,NaN,53.11504,NaN,49.68352,NaN,50.42524,NaN,38.9332,NaN,45.38504,NaN
41.72708,NaN,29.0766,NaN,26.05236,NaN,57.30748,NaN,53.20396,NaN,49.69972,NaN,50.42856,NaN,38.94056,NaN,45.38964,NaN
41.72984,NaN,29.0802,NaN,26.056,NaN,57.53084,NaN,53.20652,NaN,49.7024,NaN,50.43348,NaN,38.95104,NaN,45.39688,NaN
41.74096,NaN,29.0838,NaN,26.05848,NaN,57.53388,NaN,53.22016,NaN,49.70608,NaN,50.43772,NaN,38.96944,NaN,45.40232,NaN
41.74412,NaN,29.08612,NaN,26.06276,NaN,57.539,NaN,53.23092,NaN,49.70972,NaN,50.44212,NaN,38.97948,NaN,45.41544,NaN
41.74884,NaN,29.0908,NaN,26.06548,NaN,57.5416,NaN,53.37944,NaN,49.81972,NaN,50.45292,NaN,38.98284,NaN,45.41916,NaN
41.7558,NaN,29.09424,NaN,26.06848,NaN,57.56464,NaN,53.38404,NaN,49.82436,NaN,50.47304,NaN,38.98928,NaN,45.42124,NaN
41.75964,NaN,29.09864,NaN,26.07092,NaN,57.88004,NaN,53.548,NaN,49.8308,NaN,50.48884,NaN,39.08584,NaN,45.42752,NaN
41.76268,NaN,29.10072,NaN,26.07532,NaN,57.88536,NaN,53.74896,NaN,49.83808,NaN,50.50868,NaN,39.18288,NaN,45.4338,NaN
41.76868,NaN,29.10364,NaN,26.07828,NaN,57.88912,NaN,53.75896,NaN,49.84188,NaN,50.51376,NaN,41.61724,NaN,45.43592,NaN
41.77208,NaN,29.10676,NaN,26.08072,NaN,57.89724,NaN,53.76432,NaN,49.8562,NaN,50.52228,NaN,41.6368,NaN,45.43912,NaN
41.77556,NaN,29.10996,NaN,26.08328,NaN,58.02268,NaN,53.76752,NaN,49.85836,NaN,50.52624,NaN,41.63964,NaN,45.44256,NaN
41.78484,NaN,29.11428,NaN,26.08548,NaN,58.24676,NaN,53.77312,NaN,49.98052,NaN,50.63948,NaN,41.64176,NaN,45.45976,NaN
